device;data_consumption;data_time;data_period;tag;main_category_name;type;client_id
da76d010-9f81-11f0-ba67-d14dea579ee6;7490;2025-11-06T16:55:12.000Z;112;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1875;2025-11-06T16:59:16.000Z;7;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;13584;2025-11-06T17:02:10.000Z;112;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;6318;2025-11-06T17:05:17.000Z;26;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;10893;2025-11-06T17:07:44.000Z;94;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;62472;2025-11-06T17:15:24.000Z;258;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;17345;2025-11-06T17:18:37.000Z;81;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;16522;2025-11-06T17:20:04.000Z;81;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;9245;2025-11-06T17:22:33.000Z;124;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;11951;2025-11-06T17:29:12.000Z;55;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;946;2025-11-06T17:29:27.000Z;5;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2262;2025-11-06T17:30:09.000Z;8;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;5500;2025-11-06T17:33:42.000Z;24;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2193;2025-11-06T17:42:29.000Z;20;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;20493;2025-11-06T17:47:45.000Z;186;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;222;2025-11-06T17:50:59.000Z;5;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;26403;2025-11-06T17:56:54.000Z;331;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4515;2025-11-06T17:59:50.000Z;33;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;616365;2025-11-06T19:00:28.000Z;3630;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2922;2025-11-06T19:01:07.000Z;30;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;13410;2025-11-06T19:02:52.000Z;64;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;14981;2025-11-06T19:03:58.000Z;55;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;14180;2025-11-06T19:30:48.000Z;92;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1643;2025-11-06T19:32:14.000Z;6;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;581;2025-11-06T20:00:41.000Z;14;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4113;2025-11-06T20:01:20.000Z;29;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;18106;2025-11-06T20:02:49.000Z;74;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1715;2025-11-06T20:11:16.000Z;6;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;3533;2025-11-06T20:11:38.000Z;15;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;6571;2025-11-06T20:48:21.000Z;25;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;10387;2025-11-06T20:50:00.000Z;35;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;16707;2025-11-06T20:51:50.000Z;94;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;6353;2025-11-06T20:55:04.000Z;25;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;18216;2025-11-06T20:58:00.000Z;108;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;16186;2025-11-06T21:18:43.000Z;88;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4478;2025-11-06T21:21:23.000Z;14;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4187;2025-11-06T21:22:09.000Z;13;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;8930;2025-11-06T21:24:43.000Z;30;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;15069;2025-11-07T00:04:57.000Z;150;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1548;2025-11-07T00:54:21.000Z;7;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;10200;2025-11-07T00:56:58.000Z;88;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;157;2025-11-07T02:00:27.000Z;22;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;10433;2025-11-07T02:02:26.000Z;106;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;12092;2025-11-07T04:09:49.000Z;115;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2219;2025-11-07T04:15:55.000Z;19;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;12731;2025-11-07T04:20:02.000Z;99;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;3039;2025-11-07T04:20:28.000Z;19;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2868;2025-11-07T04:20:54.000Z;18;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;5346;2025-11-07T04:21:45.000Z;38;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1806;2025-11-07T04:36:45.000Z;6;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;631;2025-11-07T04:48:28.000Z;13;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;501;2025-11-07T04:48:47.000Z;9;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;5331;2025-11-07T04:52:13.000Z;17;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;3039;2025-11-07T04:52:44.000Z;10;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;14243;2025-11-07T04:54:29.000Z;51;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;28742;2025-11-07T04:57:11.000Z;124;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;26721;2025-11-07T04:59:26.000Z;96;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;24798;2025-11-07T05:01:02.000Z;80;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;40659;2025-11-07T05:04:40.000Z;151;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;3969;2025-11-07T05:33:30.000Z;31;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;7007;2025-11-07T05:36:08.000Z;56;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;283;2025-11-07T05:37:32.000Z;2;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4042;2025-11-07T05:38:19.000Z;31;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;19186;2025-11-07T05:47:19.000Z;118;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2772;2025-11-07T05:47:39.000Z;11;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2933;2025-11-07T06:06:51.000Z;13;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;17675;2025-11-07T06:09:26.000Z;138;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1156;2025-11-07T06:09:41.000Z;7;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2362;2025-11-07T06:10:05.000Z;14;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2781;2025-11-07T06:24:30.000Z;14;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;11618;2025-11-07T06:27:14.000Z;95;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;6163;2025-11-07T06:50:32.000Z;28;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1557;2025-11-07T06:51:49.000Z;8;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;13134;2025-11-07T06:53:08.000Z;70;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;22368;2025-11-07T06:56:27.000Z;182;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1931;2025-11-07T06:57:13.000Z;17;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;11481;2025-11-07T06:59:27.000Z;65;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;7212;2025-11-07T07:00:39.000Z;58;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;32827;2025-11-07T07:04:19.000Z;185;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2650;2025-11-07T07:19:47.000Z;18;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4942;2025-11-07T07:24:11.000Z;31;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;5527;2025-11-07T07:31:42.000Z;17;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;5463;2025-11-07T07:32:46.000Z;16;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4695;2025-11-07T07:34:06.000Z;13;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;3428;2025-11-07T07:36:02.000Z;21;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1927;2025-11-07T07:36:14.000Z;6;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;9356;2025-11-07T07:38:07.000Z;94;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1819;2025-11-07T07:38:27.000Z;11;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;8046;2025-11-07T07:40:03.000Z;61;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;5360;2025-11-07T07:43:46.000Z;32;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;8346;2025-11-07T08:46:15.000Z;77;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;6965;2025-11-07T09:09:09.000Z;29;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;14883;2025-11-07T09:11:48.000Z;124;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1775;2025-11-07T09:45:53.000Z;6;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1212;2025-11-07T09:46:06.000Z;4;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;8565;2025-11-07T09:47:48.000Z;53;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1651;2025-11-07T09:58:53.000Z;6;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;845;2025-11-07T09:59:09.000Z;3;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;5251;2025-11-07T09:59:39.000Z;20;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;24172;2025-11-07T10:02:07.000Z;127;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4436;2025-11-07T10:02:59.000Z;24;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;10771;2025-11-07T10:04:32.000Z;88;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;11168;2025-11-07T10:06:30.000Z;73;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4962;2025-11-07T10:07:01.000Z;15;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2845;2025-11-07T10:07:51.000Z;18;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4568;2025-11-07T10:08:49.000Z;14;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;5669;2025-11-07T10:10:28.000Z;39;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;7796;2025-11-07T10:13:27.000Z;63;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;6021;2025-11-07T10:15:16.000Z;25;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;20672;2025-11-07T10:18:24.000Z;167;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1139;2025-11-07T10:24:33.000Z;6;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;8110;2025-11-07T10:26:46.000Z;89;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;15590;2025-11-07T10:44:44.000Z;112;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1796;2025-11-07T10:49:13.000Z;16;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;10313;2025-11-07T10:54:09.000Z;91;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2907;2025-11-07T10:57:22.000Z;20;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;11830;2025-11-07T11:47:37.000Z;131;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;41740;2025-11-07T11:56:37.000Z;257;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2237;2025-11-07T12:16:26.000Z;10;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1278;2025-11-07T12:17:42.000Z;7;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;43887;2025-11-07T12:25:16.000Z;407;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2189;2025-11-07T12:26:41.000Z;13;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2510;2025-11-07T12:27:24.000Z;14;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1690;2025-11-07T12:28:56.000Z;21;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;10345;2025-11-07T12:34:54.000Z;74;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1843;2025-11-07T12:39:10.000Z;15;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;15553;2025-11-07T12:47:16.000Z;62;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;86825;2025-11-07T12:53:57.000Z;392;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2457;2025-11-07T13:00:41.000Z;19;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;5134;2025-11-07T13:05:45.000Z;39;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1927;2025-11-07T13:06:37.000Z;13;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;3878;2025-11-07T13:08:35.000Z;16;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1581;2025-11-07T13:12:53.000Z;12;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2312;2025-11-07T13:13:21.000Z;20;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2698;2025-11-07T13:16:24.000Z;16;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1777;2025-11-07T13:18:24.000Z;6;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2866;2025-11-07T13:19:30.000Z;13;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4171;2025-11-07T13:29:25.000Z;18;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1866;2025-11-07T13:32:48.000Z;17;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2327;2025-11-07T13:33:18.000Z;18;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2769;2025-11-07T13:34:23.000Z;18;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;3721;2025-11-07T13:35:17.000Z;13;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;6125;2025-11-07T13:36:36.000Z;29;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;9718;2025-11-07T13:43:34.000Z;86;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1456;2025-11-07T13:48:51.000Z;7;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2227;2025-11-07T13:51:37.000Z;16;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1827;2025-11-07T13:51:59.000Z;14;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;565;2025-11-07T13:59:12.000Z;3;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;8078;2025-11-07T14:00:42.000Z;76;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1740;2025-11-07T14:11:24.000Z;6;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4901;2025-11-07T14:11:56.000Z;22;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;8930;2025-11-07T14:14:00.000Z;47;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2563;2025-11-07T14:14:41.000Z;18;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;21851;2025-11-07T14:25:31.000Z;142;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;29501;2025-11-07T14:29:30.000Z;162;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2740;2025-11-07T14:32:42.000Z;18;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1836;2025-11-07T14:45:42.000Z;13;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;12242;2025-11-07T14:47:31.000Z;74;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2246;2025-11-07T14:47:56.000Z;18;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;5360;2025-11-07T14:54:49.000Z;17;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;35727;2025-11-07T14:58:03.000Z;150;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4284;2025-11-07T14:59:20.000Z;18;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2690;2025-11-07T15:16:39.000Z;18;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1030;2025-11-07T15:17:02.000Z;6;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;11874;2025-11-07T15:19:16.000Z;80;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;12257;2025-11-07T15:26:09.000Z;48;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;11419;2025-11-07T15:26:59.000Z;42;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1851;2025-11-07T15:28:00.000Z;6;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;13096;2025-11-07T15:29:13.000Z;52;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;8224;2025-11-07T15:33:09.000Z;59;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;16683;2025-11-07T16:01:25.000Z;83;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;12621;2025-11-07T16:03:09.000Z;93;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1190;2025-11-07T16:04:57.000Z;8;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;8618;2025-11-07T16:11:28.000Z;70;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1119;2025-11-07T16:12:30.000Z;8;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2830;2025-11-07T16:13:17.000Z;23;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;2678;2025-11-07T16:43:18.000Z;20;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1501;2025-11-07T17:07:07.000Z;11;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;301;2025-11-07T17:07:40.000Z;3;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;6325;2025-11-07T17:08:50.000Z;38;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;13971;2025-11-07T17:13:29.000Z;127;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1407;2025-11-07T17:13:48.000Z;6;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;9760;2025-11-07T17:14:55.000Z;53;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;6969;2025-11-07T17:15:43.000Z;37;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;1622;2025-11-07T17:16:08.000Z;7;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;3760;2025-11-07T17:16:52.000Z;19;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;13881;2025-11-07T17:19:10.000Z;58;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;11981;2025-11-07T17:20:14.000Z;53;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;4601;2025-11-07T17:21:51.000Z;17;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;228;2025-11-07T17:22:13.000Z;5;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;21309;2025-11-07T17:24:27.000Z;87;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;3430;2025-11-07T17:55:42.000Z;14;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;11001;2025-11-07T18:00:10.000Z;110;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;8200;2025-11-07T18:18:47.000Z;77;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;21942;2025-11-07T18:36:30.000Z;116;cold;Bloc sanitaire;ws;30
da76d010-9f81-11f0-ba67-d14dea579ee6;3637;2025-11-07T19:27:31.000Z;15;cold;Bloc sanitaire;ws;30
