device;data_consumption;data_time;data_period;tag;main_category_name;type;client_id
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;2570;2025-11-21T15:21:36.000Z;77;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;313;2025-11-21T15:20:18.000Z;10;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;305;2025-11-21T15:19:59.000Z;8;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;5113;2025-11-21T15:18:32.000Z;124;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;2790;2025-11-21T15:16:10.000Z;67;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;4154;2025-11-21T15:14:03.000Z;100;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;143;2025-11-21T15:08:51.000Z;11;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;5646;2025-11-21T15:07:23.000Z;142;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;282;2025-11-21T15:07:18.000Z;8;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;373;2025-11-21T15:06:29.000Z;9;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;1515;2025-11-21T15:05:45.000Z;35;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;1237;2025-11-21T15:04:29.000Z;28;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;406;2025-11-21T15:04:28.000Z;9;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;3012;2025-11-21T15:04:10.000Z;68;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;409;2025-11-21T15:03:54.000Z;10;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;381;2025-11-21T15:01:50.000Z;9;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;3348;2025-11-21T15:01:09.000Z;81;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;121;2025-11-21T14:59:36.000Z;2;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;373;2025-11-21T14:58:37.000Z;10;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;5871;2025-11-21T14:55:35.000Z;144;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;186;2025-11-21T14:54:28.000Z;21;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;681;2025-11-21T14:52:58.000Z;17;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;4123;2025-11-21T14:52:51.000Z;101;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;4424;2025-11-21T14:50:20.000Z;118;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;101;2025-11-21T14:49:21.000Z;14;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;345;2025-11-21T14:47:19.000Z;10;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;6242;2025-11-21T14:47:01.000Z;144;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;8540;2025-11-21T14:46:46.000Z;204;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;1522;2025-11-21T14:43:57.000Z;37;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;199;2025-11-21T14:42:58.000Z;4;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;383;2025-11-21T14:42:29.000Z;16;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;5820;2025-11-21T14:42:24.000Z;147;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;3042;2025-11-21T14:41:57.000Z;75;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;1116;2025-11-21T14:41:13.000Z;33;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;1974;2025-11-21T14:39:57.000Z;54;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;356;2025-11-21T14:38:47.000Z;9;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;1737;2025-11-21T14:38:41.000Z;50;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;5126;2025-11-21T14:38:31.000Z;126;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;126;2025-11-21T14:36:07.000Z;2;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;1308;2025-11-21T14:35:19.000Z;33;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;2906;2025-11-21T14:34:33.000Z;72;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;3058;2025-11-21T14:32:06.000Z;89;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;434;2025-11-21T14:29:00.000Z;15;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;381;2025-11-21T14:28:40.000Z;9;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;487;2025-11-21T14:28:36.000Z;16;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;752;2025-11-21T14:28:16.000Z;18;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;156;2025-11-21T14:27:49.000Z;4;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;787;2025-11-21T14:27:10.000Z;25;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;2598;2025-11-21T14:27:07.000Z;70;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;338;2025-11-21T14:25:50.000Z;9;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;765;2025-11-21T14:25:03.000Z;19;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;4949;2025-11-21T14:24:23.000Z;120;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;4037;2025-11-21T14:23:14.000Z;99;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;6255;2025-11-21T14:21:56.000Z;149;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;411;2025-11-21T14:21:13.000Z;10;cold;Offices;ws;28
37dc6880-3df4-11f0-bcc5-19418f7d4a51;141;2025-11-21T14:20:54.000Z;3;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;803;2025-11-21T14:18:03.000Z;23;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;421;2025-11-21T14:17:56.000Z;11;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;762;2025-11-21T14:17:29.000Z;20;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;388;2025-11-21T14:17:26.000Z;12;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;378;2025-11-21T14:16:46.000Z;11;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;363;2025-11-21T14:16:05.000Z;14;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;3434;2025-11-21T14:14:50.000Z;94;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;1131;2025-11-21T14:12:59.000Z;37;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;661;2025-11-21T14:12:09.000Z;32;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;378;2025-11-21T14:11:51.000Z;9;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;292;2025-11-21T14:11:34.000Z;7;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;8891;2025-11-21T14:11:18.000Z;223;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;1015;2025-11-21T14:10:29.000Z;34;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;785;2025-11-21T14:08:03.000Z;27;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;3050;2025-11-21T14:06:10.000Z;73;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;601;2025-11-21T14:03:30.000Z;18;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;6459;2025-11-21T14:03:25.000Z;156;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;3558;2025-11-21T13:58:52.000Z;86;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;2065;2025-11-21T13:57:19.000Z;48;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;1469;2025-11-21T13:56:14.000Z;36;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;11060;2025-11-21T13:50:37.000Z;267;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;767;2025-11-21T13:49:25.000Z;21;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;151;2025-11-21T13:48:23.000Z;3;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;406;2025-11-21T13:48:06.000Z;10;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;2871;2025-11-21T13:46:29.000Z;98;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;3416;2025-11-21T13:45:34.000Z;76;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;416;2025-11-21T13:41:44.000Z;12;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;10199;2025-11-21T13:37:12.000Z;244;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;603;2025-11-21T13:32:55.000Z;18;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;3151;2025-11-21T13:28:17.000Z;75;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;2934;2025-11-21T13:25:18.000Z;73;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;2194;2025-11-21T13:17:48.000Z;78;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;555;2025-11-21T13:15:47.000Z;19;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;1151;2025-11-21T13:08:35.000Z;35;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;2919;2025-11-21T13:05:21.000Z;98;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;2318;2025-11-21T13:01:25.000Z;56;cold;Offices;ws;28
37de7e10-3df4-11f0-bf6d-efc7d3c1cde5;123;2025-11-21T13:01:01.000Z;11;cold;Offices;ws;28
37d5d9b0-3df4-11f0-8432-a53e8b9d6da9;1679;2025-11-21T13:00:18.000Z;41;cold;Offices;ws;28
