device;data_consumption;data_time;data_period;tag;main_category_name;sub_category_name;type;client_id
11d97b50-daf7-11ee-ac3e-85b8c3abc334;5521;2024-03-06T09:25:05.000Z;92;cold;Bathroom;Flush;ws;18
11d85810-daf7-11ee-b658-695385a245c5;4472;2024-03-06T09:25:59.000Z;73;cold;Bathroom;Flush;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;159;2024-03-06T09:27:36.000Z;4;cold;Bathroom;Tap;ws;18
11d8f4c0-daf7-11ee-a0e3-b13db69913ac;1545;2024-03-06T09:29:37.000Z;22;cold;Bathroom;Sink;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;350;2024-03-06T09:30:17.000Z;13;cold;Bathroom;Sink;ws;18
11d85810-daf7-11ee-b658-695385a245c5;11501;2024-03-06T09:30:57.000Z;154;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;1466;2024-03-06T09:40:05.000Z;15;cold;Bathroom;Tap;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;666;2024-03-06T09:41:17.000Z;8;cold;Bathroom;Sink;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;10396;2024-03-06T09:42:20.000Z;140;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;528;2024-03-06T09:52:26.000Z;5;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;3390;2024-03-06T09:55:49.000Z;46;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;292;2024-03-06T10:07:16.000Z;4;cold;Bathroom;Tap;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;168;2024-03-06T10:08:10.000Z;6;cold;Bathroom;Sink;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;4871;2024-03-06T10:09:18.000Z;75;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;1006;2024-03-06T10:28:40.000Z;14;cold;Bathroom;Tap;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;254;2024-03-06T10:30:12.000Z;8;cold;Bathroom;Sink;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;4987;2024-03-06T10:31:03.000Z;68;cold;Bathroom;Flush;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;8077;2024-03-06T10:33:31.000Z;105;cold;Bathroom;Flush;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;5019;2024-03-06T10:43:50.000Z;68;cold;Bathroom;Flush;ws;18
11d8f4c0-daf7-11ee-a0e3-b13db69913ac;1459;2024-03-06T11:24:23.000Z;14;cold;Bathroom;Sink;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;1890;2024-03-06T11:25:19.000Z;18;cold;Bathroom;Tap;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;810;2024-03-06T11:25:56.000Z;8;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;6272;2024-03-06T11:27:36.000Z;85;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;554;2024-03-06T11:33:33.000Z;6;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;4577;2024-03-06T11:34:51.000Z;58;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;834;2024-03-06T11:43:25.000Z;13;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;5160;2024-03-06T11:45:02.000Z;76;cold;Bathroom;Flush;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;621;2024-03-06T11:45:13.000Z;8;cold;Bathroom;Tap;ws;18
11d85810-daf7-11ee-b658-695385a245c5;4724;2024-03-06T11:46:55.000Z;83;cold;Bathroom;Flush;ws;18
11d8f4c0-daf7-11ee-a0e3-b13db69913ac;1401;2024-03-06T11:49:08.000Z;12;cold;Bathroom;Sink;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;357;2024-03-06T12:31:30.000Z;15;cold;Bathroom;Sink;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;239;2024-03-06T12:32:10.000Z;12;cold;Bathroom;Sink;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;112;2024-03-06T12:33:37.000Z;8;cold;Bathroom;Sink;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;584;2024-03-06T12:34:38.000Z;23;cold;Bathroom;Sink;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;368;2024-03-06T12:47:06.000Z;7;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;2330;2024-03-06T12:48:49.000Z;36;cold;Bathroom;Flush;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;668;2024-03-06T12:50:20.000Z;7;cold;Bathroom;Tap;ws;18
11d85810-daf7-11ee-b658-695385a245c5;4600;2024-03-06T12:51:59.000Z;69;cold;Bathroom;Flush;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;3259;2024-03-06T12:53:21.000Z;45;cold;Bathroom;Flush;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;639;2024-03-06T12:53:31.000Z;6;cold;Bathroom;Tap;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;403;2024-03-06T13:07:08.000Z;7;cold;Bathroom;Sink;ws;18
11d85810-daf7-11ee-b658-695385a245c5;56104;2024-03-06T13:09:05.000Z;768;cold;Bathroom;Flush;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;990;2024-03-06T13:28:00.000Z;12;cold;Bathroom;Tap;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;130;2024-03-06T13:29:04.000Z;3;cold;Bathroom;Tap;ws;18
11d85810-daf7-11ee-b658-695385a245c5;6136;2024-03-06T13:30:33.000Z;84;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;1039;2024-03-06T13:32:50.000Z;10;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;4953;2024-03-06T13:34:46.000Z;74;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;1546;2024-03-06T13:46:38.000Z;19;cold;Bathroom;Tap;ws;18
11d85810-daf7-11ee-b658-695385a245c5;4443;2024-03-06T13:47:26.000Z;79;cold;Bathroom;Flush;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;265;2024-03-06T13:48:49.000Z;5;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;14509;2024-03-06T13:49:20.000Z;221;cold;Bathroom;Flush;ws;18
11d85810-daf7-11ee-b658-695385a245c5;4592;2024-03-06T13:50:29.000Z;66;cold;Bathroom;Flush;ws;18
11d8f4c0-daf7-11ee-a0e3-b13db69913ac;2115;2024-03-06T13:50:42.000Z;33;cold;Bathroom;Sink;ws;18
11d8f4c0-daf7-11ee-a0e3-b13db69913ac;907;2024-03-06T14:07:10.000Z;10;cold;Bathroom;Sink;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;2395;2024-03-06T14:41:46.000Z;32;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;910;2024-03-06T14:42:12.000Z;13;cold;Bathroom;Tap;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;356;2024-03-06T14:42:42.000Z;6;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;2360;2024-03-06T14:43:16.000Z;32;cold;Bathroom;Flush;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;1400;2024-03-06T14:44:04.000Z;27;cold;Bathroom;Sink;ws;18
11d85810-daf7-11ee-b658-695385a245c5;4631;2024-03-06T14:44:36.000Z;64;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;312;2024-03-06T14:58:13.000Z;6;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;5086;2024-03-06T14:59:41.000Z;68;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;462;2024-03-06T15:00:47.000Z;7;cold;Bathroom;Tap;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;607;2024-03-06T15:02:19.000Z;13;cold;Bathroom;Sink;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;5089;2024-03-06T15:02:38.000Z;67;cold;Bathroom;Flush;ws;18
11d85810-daf7-11ee-b658-695385a245c5;1974;2024-03-06T15:03:35.000Z;30;cold;Bathroom;Flush;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;233;2024-03-06T15:04:02.000Z;5;cold;Bathroom;Tap;ws;18
11d85810-daf7-11ee-b658-695385a245c5;3715;2024-03-06T15:06:33.000Z;50;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;651;2024-03-06T15:23:27.000Z;13;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;6163;2024-03-06T15:25:24.000Z;81;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;506;2024-03-06T15:48:30.000Z;8;cold;Bathroom;Tap;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;812;2024-03-06T15:49:56.000Z;19;cold;Bathroom;Sink;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;5062;2024-03-06T15:50:14.000Z;75;cold;Bathroom;Flush;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;124;2024-03-06T16:19:38.000Z;5;cold;Bathroom;Tap;ws;18
11d8f4c0-daf7-11ee-a0e3-b13db69913ac;845;2024-03-06T16:21:08.000Z;19;cold;Bathroom;Sink;ws;18
11d85810-daf7-11ee-b658-695385a245c5;7113;2024-03-06T16:21:57.000Z;102;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;375;2024-03-06T16:35:05.000Z;5;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;2875;2024-03-06T16:36:00.000Z;41;cold;Bathroom;Flush;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;1172;2024-03-06T16:42:32.000Z;8;cold;Bathroom;Tap;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;496;2024-03-06T16:44:25.000Z;5;cold;Bathroom;Tap;ws;18
11d85810-daf7-11ee-b658-695385a245c5;5984;2024-03-06T16:46:56.000Z;78;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;319;2024-03-06T16:50:24.000Z;6;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;3281;2024-03-06T16:53:50.000Z;44;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;798;2024-03-06T17:00:35.000Z;8;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;3748;2024-03-06T17:01:47.000Z;49;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;839;2024-03-06T17:06:28.000Z;8;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;5024;2024-03-06T17:07:58.000Z;70;cold;Bathroom;Flush;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;2366;2024-03-06T17:09:03.000Z;30;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;1789;2024-03-06T17:13:50.000Z;15;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;5869;2024-03-06T17:15:43.000Z;80;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;830;2024-03-06T17:28:42.000Z;9;cold;Bathroom;Tap;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;239;2024-03-06T17:29:48.000Z;12;cold;Bathroom;Sink;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;3321;2024-03-06T17:30:09.000Z;41;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;433;2024-03-06T17:43:36.000Z;6;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;5439;2024-03-06T17:45:20.000Z;66;cold;Bathroom;Flush;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;5187;2024-03-06T17:59:27.000Z;63;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;1051;2024-03-06T17:59:48.000Z;10;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;5199;2024-03-06T18:01:19.000Z;65;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;1269;2024-03-06T18:26:44.000Z;12;cold;Bathroom;Tap;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;251;2024-03-06T18:26:47.000Z;5;cold;Bathroom;Tap;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;318;2024-03-06T18:27:20.000Z;5;cold;Bathroom;Tap;ws;18
11d85810-daf7-11ee-b658-695385a245c5;3543;2024-03-06T18:28:16.000Z;58;cold;Bathroom;Flush;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;6983;2024-03-06T18:28:54.000Z;100;cold;Bathroom;Flush;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;80;2024-03-07T03:43:13.000Z;42;cold;Bathroom;Sink;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;2234;2024-03-07T07:35:10.000Z;26;cold;Bathroom;Sink;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;1871;2024-03-07T07:42:11.000Z;15;cold;Bathroom;Sink;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;2209;2024-03-07T07:52:37.000Z;18;cold;Bathroom;Sink;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;1887;2024-03-07T07:56:47.000Z;15;cold;Bathroom;Sink;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;3137;2024-03-07T07:58:11.000Z;26;cold;Bathroom;Tap;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;4124;2024-03-07T08:08:50.000Z;31;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;8751;2024-03-07T08:10:40.000Z;114;cold;Bathroom;Flush;ws;18
11d8f4c0-daf7-11ee-a0e3-b13db69913ac;615;2024-03-07T08:11:07.000Z;9;cold;Bathroom;Sink;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;477;2024-03-07T08:12:26.000Z;19;cold;Bathroom;Sink;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;289;2024-03-07T08:17:10.000Z;4;cold;Bathroom;Sink;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;1884;2024-03-07T08:17:51.000Z;16;cold;Bathroom;Sink;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;1733;2024-03-07T08:28:53.000Z;19;cold;Bathroom;Tap;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;2396;2024-03-07T08:29:49.000Z;32;cold;Bathroom;Flush;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;328;2024-03-07T08:30:22.000Z;6;cold;Bathroom;Sink;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;4539;2024-03-07T08:31:15.000Z;58;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;1875;2024-03-07T08:43:15.000Z;19;cold;Bathroom;Tap;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;284;2024-03-07T08:43:44.000Z;4;cold;Bathroom;Tap;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;475;2024-03-07T08:44:42.000Z;7;cold;Bathroom;Sink;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;7872;2024-03-07T08:45:43.000Z;100;cold;Bathroom;Flush;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;256;2024-03-07T08:49:38.000Z;4;cold;Bathroom;Sink;ws;18
11d8f4c0-daf7-11ee-a0e3-b13db69913ac;2033;2024-03-07T08:58:06.000Z;15;cold;Bathroom;Sink;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;1345;2024-03-07T09:17:35.000Z;13;cold;Bathroom;Sink;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;284;2024-03-07T09:40:47.000Z;6;cold;Bathroom;Tap;ws;18
11da4960-daf7-11ee-a71f-9b7fa292542a;2668;2024-03-07T09:43:12.000Z;54;cold;Bathroom;Sink;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;6162;2024-03-07T09:43:28.000Z;107;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;2366;2024-03-07T09:48:43.000Z;22;cold;Bathroom;Tap;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;1046;2024-03-07T09:49:53.000Z;14;cold;Bathroom;Sink;ws;18
11d85810-daf7-11ee-b658-695385a245c5;1896;2024-03-07T09:50:06.000Z;38;cold;Bathroom;Flush;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;11874;2024-03-07T09:50:33.000Z;166;cold;Bathroom;Flush;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;639;2024-03-07T09:50:49.000Z;8;cold;Bathroom;Sink;ws;18
11d85810-daf7-11ee-b658-695385a245c5;2722;2024-03-07T09:51:20.000Z;39;cold;Bathroom;Flush;ws;18
11d8a970-daf7-11ee-b288-f5d6bb92dfd4;369;2024-03-07T09:52:42.000Z;4;cold;Bathroom;Tap;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;284;2024-03-07T09:54:21.000Z;7;cold;Bathroom;Sink;ws;18
11d85810-daf7-11ee-b658-695385a245c5;1883;2024-03-07T09:54:27.000Z;30;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;1303;2024-03-07T09:54:29.000Z;13;cold;Bathroom;Tap;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;422;2024-03-07T09:55:37.000Z;5;cold;Bathroom;Sink;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;5895;2024-03-07T09:56:19.000Z;78;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;1901;2024-03-07T10:03:22.000Z;15;cold;Bathroom;Tap;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;112;2024-03-07T10:03:48.000Z;3;cold;Bathroom;Tap;ws;18
11d7eb90-daf7-11ee-a649-f9227cd29f6a;443;2024-03-07T10:04:18.000Z;8;cold;Bathroom;Sink;ws;18
11d97b50-daf7-11ee-ac3e-85b8c3abc334;6645;2024-03-07T10:05:18.000Z;85;cold;Bathroom;Flush;ws;18
11d9e340-daf7-11ee-a3c3-f51ff845e206;401;2024-03-07T10:24:40.000Z;6;cold;Bathroom;Tap;ws;18
